,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
MCF7,1.0,0.016976665727539197,0.006904096553718844,0.12548623815197155,0.35906849640134675,0.4090428966844557,0.42173296846630365,0.39276376930954976,0.2692313507824277,0.2361644681876103,0.4260879083658739,0.093942051825726,0.15218876848223628,0.4776898426433448,0.07410893986294505,0.20966630909477652,0.09718355208528794,0.32257986393038907,0.2568628106881674,0.30339255358618067,0.29198563234930125,0.2214232633432608,0.237401579779221,0.20927042403026638,0.4998322006805715,0.15127168547787298,0.3948646122161308,0.022354941282843672,0.04152666742818564,0.405609193217208,0.08457703911801207,0.4448172923605892,0.1648441868554237,0.22948477389162455,0.4323019469557875,0.021374100745076858,0.4696202630020566,0.10472529959973773,0.23367007565076023,0.48016841794481907,0.06204537362278146,0.3924074381087648,0.3637199977900141,0.1269752967408488,0.08797559716467174,0.035177914687541514,0.060483693788648735,0.34557745274020363,0.17472327468957904,0.034012015002578604,0.15252070887080804,0.5393395835906014,0.38798007361080494,0.18698539232078457,0.48684697901485374,0.301696444464162,0.19368503379281707,0.4731615919876157,0.01401090337417491,0.2337663701847273
MDA_MB_231,0.016976665727539197,1.0,0.4350655112645354,0.2721948609338739,0.08052221654334807,0.04224646148903168,0.03337981548601089,0.028666942417222147,0.05853825568716893,0.09020630280402148,0.04299499416375642,0.3507703568409329,0.26986317570164986,0.06949994686756776,0.3069904746920332,0.21647576871965374,0.3791455992997147,0.1109860186326537,0.0037533385399589345,0.015414207221468305,0.13764156676958209,0.0025803505149668148,0.1338125883280492,0.0018268858306829845,0.027744907187919235,0.23971340973494668,0.07725513482144107,0.47158163562804717,0.4186234051799994,0.10082980863981886,0.3347594971035588,0.024309963249469328,0.2877292938404602,0.2930471078395103,0.05484826738000241,0.4853487000630663,0.03341674101767906,0.12643786471968704,0.1108441499675222,0.05805110508144673,0.35744716096377405,0.003187758569211425,0.09349749550049327,0.27559821675322294,0.44655513436310307,0.5202618744155288,0.4116401087977448,0.10165007640150132,0.20933641630921504,0.059577061868979625,0.3534638894987859,0.04645607491086766,0.03303474748704781,0.19611758502420712,0.018456810359572494,0.024355321454143476,0.20864436100205117,0.04205600718015073,0.4508645399984503,0.09163922159359951
HS578T,0.006904096553718844,0.4350655112645354,1.0,0.18143398892244014,0.038879342161903405,0.020692810455046586,0.01691085779739318,0.015665509781666385,0.03907456489601766,0.05565358685089252,0.025454675847849086,0.20283348460749276,0.1382674544999807,0.03250249496833059,0.12413230087655579,0.10578887534755901,0.23593066917504357,0.05382753576237163,0.0013240746587799574,0.005702090169324031,0.0600121419604291,0.0012171854720787233,0.06349203699749564,0.0007897344890312994,0.011157065867154915,0.1702962396005761,0.028877935897598697,0.34691446946483506,0.29815945169790503,0.05600266656986501,0.17248288251767205,0.009666813179234394,0.11677873297649279,0.13428086985109736,0.032213216021165954,0.277678132361428,0.017004558352570778,0.06964083664371011,0.07313313140916865,0.02690345101819064,0.2191312760125274,0.0018608371936021538,0.045401316895983736,0.17251511141688536,0.23691858964565174,0.30987582664822283,0.2077456540297305,0.04451221944172344,0.08399056628022412,0.017912048737903738,0.1709992080580107,0.017181290984763644,0.015786209022500265,0.11765961777513805,0.007654379404507879,0.009832932932684692,0.1054817611445838,0.019614372123498248,0.29255504657894343,0.03366388120857381
BT_549,0.12548623815197155,0.2721948609338739,0.18143398892244014,1.0,0.36104778157545825,0.2613083973126525,0.196175862798015,0.20021593461769324,0.3120702942894601,0.41061468795034145,0.2638896819460065,0.3533037194773371,0.4109849580892565,0.26725774888359777,0.261683722470255,0.37242109436333526,0.42233364937715084,0.31974991544275183,0.040756882659313085,0.10634578383734532,0.32830594635334254,0.029221655840600602,0.2840833878348184,0.021369519226295704,0.16366725959017828,0.4313000334907533,0.3387973256505884,0.305220187648758,0.3697534549038781,0.4177445375532015,0.47054375596901526,0.16817903530369918,0.43834527022458586,0.5024660365114699,0.23234068495877921,0.2718899265075892,0.21262085356798502,0.27059728817411927,0.4049628752370149,0.32426399129970973,0.41767512782474725,0.03738351339525427,0.3213427150137159,0.3623323726412239,0.45800434339131535,0.36028681925791506,0.4197564312882881,0.33044436717346415,0.4336684938175923,0.11006975221069118,0.45558713665044115,0.24398538429608693,0.20527958301516291,0.43643356894460394,0.12518001915524626,0.13963113080641912,0.4953369448796599,0.26321427707584233,0.17857400653065397,0.27705296920375216
T47D,0.35906849640134675,0.08052221654334807,0.038879342161903405,0.36104778157545825,1.0,0.4341074304465635,0.33439269457027104,0.3527744272328773,0.40969872531412893,0.4580683264766337,0.42523487467919174,0.21083647544907258,0.2513579904296824,0.364629211630794,0.15932465547912208,0.3418426024971299,0.24954940033929854,0.41344369777824114,0.11323998026974805,0.19428993783610016,0.37548086857030877,0.09462849344720584,0.36819692448957403,0.0817108862091864,0.3190330104156432,0.3379938726080312,0.42617774351204674,0.10437614262790754,0.15571096100004989,0.5325381209601695,0.2529680949781357,0.3160722434364804,0.3015239295916743,0.39082139824135287,0.35690396129105956,0.09888331193471425,0.39693666250969345,0.2015697782648384,0.4992216097405214,0.4827208712852463,0.21501062672508278,0.11620636899550986,0.4921872237329468,0.278259502045343,0.2551441677214998,0.14741154148233251,0.20935741277784664,0.383162502674608,0.41796855266061844,0.07883922811204416,0.33999859003559546,0.4871906036531162,0.31965842946075607,0.3598872823075161,0.286677409221558,0.25585465485734865,0.47018599551874923,0.45419005813345875,0.059110841774114076,0.3597688072590846
SF_268,0.4090428966844557,0.04224646148903168,0.020692810455046586,0.2613083973126525,0.4341074304465635,1.0,0.5936232798659314,0.600188706873502,0.5327188510417533,0.5146630143950673,0.7400463549526847,0.14319015701023852,0.20425847063353864,0.4620298628991483,0.11714611321991233,0.27690016054406685,0.1939179382876679,0.4289314988261818,0.21432626252893747,0.2905481721802684,0.3926509559360912,0.19097685039840814,0.24664797860956478,0.17701978602195695,0.5314341733890066,0.23223026099770538,0.5158438817476522,0.05315786287302303,0.09438808568742253,0.5861522809731968,0.18674918810736937,0.6156549416612523,0.2754389600894244,0.3519000845824206,0.46190467887356407,0.047413840815972004,0.5850356385220662,0.16053283368204005,0.398663792825244,0.6337541785923315,0.13356936018097537,0.2503855031115863,0.4577616532316704,0.21291914452333482,0.1690134780382571,0.08162280564859573,0.13282959586599302,0.48902346653693424,0.2842175715207794,0.08404481817136843,0.2726424390775303,0.5660857097169782,0.5531493027483249,0.28909830553474986,0.471249903830187,0.3140594497938693,0.3581628339982132,0.656817470189184,0.025587798822562173,0.3380442681911272
SF_295,0.42173296846630365,0.03337981548601089,0.01691085779739318,0.196175862798015,0.33439269457027104,0.5936232798659314,1.0,0.5294684879263748,0.35350189165669704,0.4265957004808595,0.6530264484422694,0.12429701070235226,0.15869669069245249,0.41190930512614055,0.09873089009648559,0.25981367440311137,0.14955325371744324,0.35891540405327643,0.18855286280515918,0.26313745561834584,0.313803646858869,0.18604391797748848,0.24313201507091117,0.231228756782718,0.5600112758119467,0.20086478774366623,0.44212027071511406,0.038443863372846165,0.06082283408809007,0.5009780616964777,0.12514708453229234,0.555135880588267,0.2041436014754247,0.2960104747892355,0.4569886030531134,0.0410921604665629,0.5481997957535488,0.15852408756432199,0.3161358935846129,0.5391060883049721,0.10012650814066253,0.34880744185682006,0.3896794759946515,0.19180044219022024,0.13061593244459158,0.06630230998554167,0.09876845311351878,0.37594975761895993,0.24367628595371488,0.05561470379320985,0.21571388684250759,0.5176911317003104,0.48472890569655114,0.28024180293125156,0.4943038971426101,0.34747354247707807,0.30072290228629456,0.5442904059958151,0.023789317410255213,0.2870466367802106
SF_539,0.39276376930954976,0.028666942417222147,0.015665509781666385,0.20021593461769324,0.3527744272328773,0.600188706873502,0.5294684879263748,1.0,0.34085264326608833,0.4263417156389205,0.5361213382230926,0.10465613870937865,0.1596681379062047,0.37185751826545493,0.08421570282670632,0.21523226347836813,0.13042559836308626,0.30204252524050323,0.19748425519724014,0.27074023924523616,0.2856609688253461,0.17925933465882016,0.23046686355813206,0.18029930949336093,0.49263497979776477,0.17086975973534785,0.38299224205533555,0.03211191880733595,0.061093304990629115,0.4964349872810292,0.11640927234777039,0.5700731573200011,0.1922480092675873,0.26040061491082817,0.39418204998269407,0.029194242317487296,0.5072410405082431,0.11724366398467087,0.3018721802721387,0.4922662690849049,0.08070911024157892,0.28018257676927455,0.4347911217790141,0.16225310699226592,0.1200262185468042,0.04949770726775627,0.08327375244735602,0.3288368878611273,0.20982876588277719,0.05157949264620851,0.18579557674075342,0.4483407168570907,0.5122932350368236,0.24821001789824848,0.48709590940551717,0.31360714299227355,0.3046122316948581,0.5430712251103581,0.0179298809869728,0.2647413507715931
SNB_19,0.2692313507824277,0.05853825568716893,0.03907456489601764,0.3120702942894601,0.40969872531412893,0.5327188510417533,0.35350189165669704,0.34085264326608833,1.0,0.4431215946044315,0.6362950395018903,0.16809500295858093,0.20690877614819128,0.3597548882216022,0.11505192638603556,0.2789630068293343,0.2325387274599325,0.4028097096788515,0.09262442134444808,0.14957637267126558,0.2875542514951838,0.08552666322015783,0.19049095734066507,0.06536817745411647,0.27093216008647575,0.2649438213447554,0.3889019999725746,0.07649937108081888,0.15829567719167192,0.5667530210507746,0.2345002042425372,0.3000060567243206,0.2649418221420584,0.3367641120394956,0.4807990503015294,0.07442257584641906,0.4432795792211602,0.14392228721669342,0.5289233168880159,0.5041993545127639,0.2062593456175753,0.1258302236829502,0.34372268356033475,0.2556692100236227,0.16905051149903838,0.10399588208716172,0.16133996732374975,0.4257410222026825,0.31794191633740637,0.06361573590916086,0.30112298622391914,0.422103618128637,0.3226409047879112,0.34129665508822055,0.2850099326772909,0.18644023875670568,0.3125683726345837,0.5189895428690112,0.041214246789519716,0.28905324296935253
SNB_75,0.2361644681876103,0.09020630280402148,0.05565358685089252,0.41061468795034145,0.4580683264766337,0.5146630143950673,0.4265957004808595,0.4263417156389205,0.4431215946044315,1.0,0.505715744147845,0.18759449751528784,0.2266911202862521,0.306697028347625,0.11968400989541411,0.26148942620348736,0.23416164684477092,0.32811123432948247,0.0905495464706578,0.16566460008409045,0.28977882479687794,0.08090098834041477,0.24497434387767314,0.08475059109793266,0.3097515274243188,0.3014966493153255,0.4081145124469279,0.10710531014580334,0.14907111703164921,0.4979300302062208,0.24331356003012705,0.3673382088969795,0.27919206236182326,0.3419238819179204,0.3328794427057246,0.10105505545713303,0.4308409289419747,0.255708613617992,0.541227468028019,0.5102362249262519,0.1979689252267623,0.11736805424978286,0.42695856041698294,0.2465326079414539,0.24104016975331513,0.15610434307151014,0.21502990255558618,0.34463491575029503,0.4345014074248872,0.06485055854964411,0.2971542040801371,0.4076789592649018,0.3431112376041811,0.4287625695157104,0.26825051611284356,0.22797726445261637,0.5113258632704079,0.4661116363004099,0.055778616107128,0.3029243542549964
U251,0.4260879083658739,0.0429949941637564,0.025454675847849096,0.2638896819460065,0.42523487467919174,0.7400463549526847,0.6530264484422694,0.5361213382230926,0.6362950395018903,0.505715744147845,1.0,0.14950601572499672,0.18350475691947077,0.47396044794990383,0.10790264255577975,0.2899208743644921,0.19972919930542204,0.4570315535874287,0.19278291530958605,0.2600280234999263,0.3599137605596262,0.19320159386907132,0.2736158551880746,0.18699501008425592,0.5181073032289787,0.23679198992595932,0.4536928393612739,0.05053444430132765,0.09249332877835778,0.638064824628234,0.16684827766144913,0.5578023568728503,0.2498022451786451,0.33989650606282995,0.5418628964652747,0.0483647436841788,0.5891588411132579,0.18610195023488801,0.45213711856376654,0.6184433317549783,0.132267014424595,0.30536107149613506,0.4633604930317515,0.2298614590914848,0.14887217516569048,0.07774425196068742,0.12300704207243097,0.4639976347415003,0.27145299818141017,0.05600986908033591,0.2843111654371732,0.524747117374735,0.5184251816217283,0.3297102025525389,0.4774148857096764,0.28334446629236837,0.3482605775616576,0.6620255299459161,0.025397590421099823,0.2936372980006832
COLO205,0.09394205182572596,0.3507703568409329,0.20283348460749276,0.3533037194773371,0.21083647544907252,0.14319015701023852,0.12429701070235226,0.10465613870937865,0.16809500295858096,0.18759449751528784,0.1495060157249967,1.0,0.5357804429039926,0.2669524887587243,0.4212070678202178,0.584280621551587,0.6031538651699029,0.36648040658633607,0.02019229181772329,0.05103970805998564,0.3146067756722101,0.017997883210296838,0.27517984321973693,0.010382224061657536,0.10940069765498363,0.5032712701217948,0.21534124706930868,0.39957875136368515,0.4986009261258405,0.33194974758492374,0.495352200502807,0.08345498520927343,0.46606661760623924,0.5737410622662696,0.25837130869642155,0.4014916560014639,0.12110771565725227,0.20683806556682538,0.26468542024732156,0.20651187276261987,0.49281291429819596,0.02872542279044965,0.27017975960676044,0.53441431052349,0.574631644287108,0.5105933346831978,0.44037775390406525,0.3127775447473687,0.3340179712999003,0.07641196655890317,0.4877271952196947,0.17749559943969487,0.11667169938566573,0.3515101380860351,0.08314868927438991,0.09215776603696395,0.3745408542695136,0.15142612875298037,0.38989308229897546,0.2284186133049568
HCC_2998,0.15218876848223628,0.26986317570164986,0.1382674544999807,0.4109849580892565,0.2513579904296824,0.20425847063353864,0.15869669069245249,0.15966813790620468,0.20690877614819128,0.2266911202862521,0.18350475691947074,0.5357804429039926,1.0,0.3471346206524079,0.3839688326683395,0.55757955768189,0.5480993072736079,0.37988224808764925,0.03213496769214219,0.0781798383518204,0.4400901831237272,0.02507114493879679,0.293162090573887,0.01644582838372608,0.16722524152751334,0.4250689963441071,0.34038513194356734,0.29739732243948025,0.41994920365097227,0.40002132156664494,0.4652872551249758,0.14153012239619595,0.5625785465867452,0.5977376499797094,0.28616827725444854,0.2787557942761952,0.18576344751515203,0.18055531666886984,0.26752423288080285,0.2958417715908325,0.4506725444199345,0.039136156883631874,0.30113383193617305,0.43063320829846574,0.5774537897795928,0.3890864392064091,0.4250148493571418,0.40154794945322336,0.41931365279458854,0.12137718607610917,0.4988514799097056,0.275639010552321,0.16014142621679453,0.40666448391472254,0.11905578322105673,0.12162374335119448,0.33180214535077984,0.20798659405638573,0.27449013823868346,0.3089901256247194
HCT_116,0.4776898426433448,0.06949994686756776,0.03250249496833059,0.26725774888359777,0.364629211630794,0.4620298628991484,0.4119093051261406,0.37185751826545493,0.3597548882216022,0.306697028347625,0.47396044794990383,0.2669524887587243,0.3471346206524079,1.0,0.22818810830221367,0.511942612264192,0.289036450139256,0.5854745877181514,0.14846493393276022,0.21373548845154142,0.5934822698662737,0.14468509939524282,0.3576069297645258,0.10052661028043275,0.5648746198241037,0.32433271592650753,0.5720071753494027,0.0863153346693703,0.13144683467694,0.6292403783483668,0.22409340848301262,0.41186306968158515,0.42570267455825866,0.519158365958774,0.5345413054953649,0.07362263410128622,0.47830042342251916,0.18058665663795173,0.36251066542607324,0.5397533194921181,0.20100875757568,0.2150915953908931,0.4545635865551598,0.3451151569649145,0.2366154000482412,0.12357064600200049,0.18846478340151068,0.6622819202040844,0.29366654329689473,0.0990010074352922,0.3792534261054514,0.5038933174034574,0.49734541290975487,0.33526349601548583,0.4298316758919923,0.3030832093216919,0.36360364500965575,0.4834382855769295,0.05749397818185433,0.4015590734954544
HCT_15,0.07410893986294502,0.3069904746920332,0.12413230087655579,0.261683722470255,0.15932465547912208,0.11714611321991233,0.09873089009648559,0.08421570282670632,0.11505192638603556,0.11968400989541411,0.10790264255577975,0.4212070678202178,0.3839688326683395,0.22818810830221367,1.0,0.4899593146639539,0.4603315594726543,0.27790280052196253,0.018727887359794734,0.05591691761456945,0.32314742440327915,0.012938512686254096,0.254937733507072,0.00981067994837213,0.10833323574885086,0.27830083907305286,0.21306431648488455,0.2612950168345856,0.3236353113186916,0.24739178323482605,0.38528433070945234,0.09037208009153379,0.5030318633093701,0.4894155034112873,0.17704390223264072,0.2950138108865131,0.09380109015941344,0.1254502682326818,0.14833120144998557,0.15505483505111067,0.3945244936314567,0.02119756753544213,0.18992531194874793,0.4485288469696538,0.4510620549918685,0.3807683133634777,0.439826437554928,0.2635646388416223,0.2691050547093676,0.22109256070614655,0.4841994251705225,0.16786882329682445,0.0978595362199198,0.265022146869206,0.09093982405939219,0.1054427678155561,0.29068555346281966,0.1121668130623319,0.2941404913840114,0.3178132258864024
HT29,0.20966630909477646,0.21647576871965374,0.10578887534755901,0.37242109436333526,0.34184260249712994,0.27690016054406685,0.25981367440311137,0.21523226347836807,0.2789630068293343,0.26148942620348736,0.2899208743644921,0.584280621551587,0.55757955768189,0.511942612264192,0.4899593146639539,1.0,0.6397240917286642,0.5911177309169581,0.04774253828704952,0.10334240642346108,0.555109061010085,0.038466635605555806,0.45016836975661606,0.02766993184512501,0.24907494850250525,0.4566562064108114,0.38976025195836156,0.2395808353604099,0.3709640066036823,0.5605048426407213,0.4904698793344095,0.20317639813750388,0.6254687235253841,0.7073610831589651,0.41837217489016876,0.2634489735495354,0.23072629323981295,0.19081033881036732,0.34576625364756275,0.36114334245145757,0.46801550451880997,0.06839559524979481,0.3922605722350735,0.591252179273608,0.5362983403577963,0.38084614469356826,0.45670310381525153,0.4908072422463905,0.39741559319534603,0.12991269818264642,0.625112107618645,0.357443456269594,0.24861793746335886,0.4175042037837164,0.19393477101088494,0.18028901935819847,0.4558679007946002,0.2708707862357618,0.22254552073012343,0.37571357827073343
KM12,0.09718355208528794,0.3791455992997147,0.23593066917504357,0.42233364937715084,0.24954940033929854,0.1939179382876679,0.1495532537174433,0.13042559836308626,0.2325387274599325,0.23416164684477092,0.19972919930542204,0.6031538651699029,0.5480993072736079,0.289036450139256,0.4603315594726543,0.6397240917286642,1.0,0.3940109208912624,0.01878146115661248,0.05308011923013806,0.41829420278000035,0.015660107009151884,0.3184458882951004,0.011101443762419389,0.12293161999379805,0.45678216188504306,0.24077839880046115,0.40445465251420337,0.5492600536301393,0.3785475481369247,0.5412818362099681,0.10497273583399462,0.5822935897570802,0.6253675824979865,0.2683037787272713,0.42000460220728436,0.13812933976452685,0.1819828670134757,0.290262305432635,0.22323251864563626,0.5720308774958759,0.025600696006758062,0.28466251673648607,0.6358467505541918,0.6590144973020416,0.5452790736487267,0.5493783192034885,0.3400743094686362,0.35849778745326794,0.10000946766200017,0.6396923428600412,0.19967734024203104,0.13523133198701853,0.39700067199375516,0.08352653569974329,0.09114444753103265,0.4059461772894519,0.1692484144376935,0.35452318012567396,0.2646574788336085
SW_620,0.32257986393038907,0.11098601863265364,0.053827535762371606,0.31974991544275183,0.4134436977782412,0.4289314988261818,0.35891540405327643,0.30204252524050323,0.4028097096788515,0.32811123432948247,0.4570315535874287,0.36648040658633607,0.37988224808764925,0.5854745877181514,0.2779028005219626,0.5911177309169581,0.3940109208912624,1.0,0.11784856065882884,0.17791314659482527,0.5829781116356707,0.10687858198132753,0.4049004921355754,0.07741836836970674,0.37874979037308226,0.4069551752155851,0.42391396700554185,0.13894960289338149,0.20856616212981455,0.601406334178367,0.3298002666439086,0.3065657819450349,0.4656023644343189,0.5791272431343659,0.5056029847811189,0.11962573988160338,0.34081177604628776,0.19919840634450126,0.4295451474082649,0.4611010402832734,0.2725974841492568,0.15082527090217604,0.46765302421374944,0.38618453557657445,0.323210676982166,0.20187742072688236,0.2718650537641798,0.5575361083770398,0.3478082800473787,0.09019023977880107,0.4649034395143248,0.45670928404635314,0.3462002795066539,0.32574720732319556,0.2885946852477111,0.2354985897992596,0.39368007934393734,0.42283678197702246,0.09054781114783635,0.31644482836461646
CCRF_CEM,0.2568628106881674,0.0037533385399589345,0.0013240746587799596,0.040756882659313085,0.11323998026974805,0.21432626252893747,0.18855286280515912,0.19748425519724014,0.09262442134444812,0.09054954647065783,0.19278291530958605,0.020192291817723272,0.032134967692142205,0.14846493393276022,0.018727887359794734,0.04774253828704952,0.01878146115661248,0.11784856065882884,1.0,0.34012875103814944,0.10072767579750339,0.49706910022646916,0.07413729161122197,0.2607834963725396,0.27042090992206436,0.037649483180254295,0.17336408067079168,0.004011218637033622,0.006910984467007403,0.1388110177816153,0.01910444284845731,0.29339770809404636,0.04789494642841061,0.06622264155200752,0.1371517557755471,0.003313133535528583,0.20969085413490893,0.0322029091594063,0.06801884322910466,0.21074756948990483,0.010624669627271698,0.2780132098246687,0.16556747615620476,0.028716933598516143,0.018181389506116568,0.00664769331754274,0.012924980660975336,0.13503179388751216,0.05183395743490281,0.0173574892215565,0.03991791516608664,0.22247963024313008,0.21853816140511434,0.038669572206807265,0.28165968012074644,0.16224526140705978,0.059622467865297776,0.27117874370684175,0.0019054058002078008,0.0801939839839428
