,MCF7,MDA_MB_231,HS578T,BT_549,T47D,SF_268,SF_295,SF_539,SNB_19,SNB_75,U251,COLO205,HCC_2998,HCT_116,HCT_15,HT29,KM12,SW_620,CCRF_CEM,HL_60,K_562,MOLT_4,RPMI_8226,SR,LOXIMVI,MALME_3M,M14,SK_MEL_2,SK_MEL_28,SK_MEL_5,UACC_257,UACC_62,MDA_MB_435,MDA_N,A549,EKVX,HOP_62,HOP_92,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,IGROV1,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,SK_OV_3,NCI_ADR_RES,PC_3,DU_145,786_0,A498,ACHN,CAKI_1,RXF_393,SN12C,TK_10,UO_31
HL_60,0.3081507590177241,0.30380752616689105,0.10963625223704215,0.1484951640140138,0.23702357379063016,0.2902623563588878,0.23988796043918142,0.13765396584110462,0.11123218962873499,0.12704341996657792,0.17730410174429773,0.2909871642870672,0.2313477012918767,0.3430184717412445,0.2489732827247772,0.263120068338451,0.29940077926615233,0.3011096651557555,0.4824571242149596,1.0,0.43693623167477197,0.4692692957440681,0.45340877579240485,0.4843698914641921,0.2895221830447811,0.1414161311847963,0.15950343197797995,0.157399541294514,0.17584238092711174,0.18668812996543976,0.21934207234576192,0.1916059918239969,0.20544750970895626,0.25237532285282055,0.3083709485769692,0.18239717669109862,0.18138708778627116,0.20402941095734123,0.26497925016087226,0.23966064933240122,0.19079043487756403,0.2558421964081075,0.2346963444072359,0.2860039735151953,0.25710784400105463,0.2327179438080616,0.31140406741629595,0.24175915086867178,0.20558396545407925,0.24314045908267984,0.16953730925819316,0.24076321048338506,0.18666967759629355,0.18413577689684552,0.23325108161868507,0.23776216752055662,0.12049516532212362,0.28626480795569004,0.21371788608798364,0.15485220151533835
K_562,0.36962792613060275,0.20906023376976018,0.15629422356880757,0.17472502077595503,0.26731707288930634,0.31148209474495253,0.25825885177540236,0.18093454763270717,0.12910712477964587,0.15521383398282956,0.24130894469428482,0.2916232286941947,0.3022618121411588,0.3738431069554699,0.3427288354430366,0.29040965886968745,0.32254417298897625,0.1936960091380397,0.35632144902744506,0.43693623167477197,1.0,0.3354108838436806,0.34917243553390603,0.4273463791152918,0.34182918370780296,0.1803838548244308,0.17550364022835102,0.24207794949443168,0.22449102578754015,0.23216887583763018,0.28605627573369924,0.28233065223144843,0.27506110624293595,0.28275081010937914,0.351186946291044,0.26814028304696963,0.255583870633631,0.2600361453959393,0.20701861032152097,0.3413713343105705,0.2552393872700888,0.31062177210346303,0.2611571928587552,0.40959985454887965,0.3322149593317126,0.298987947209477,0.21930772114573333,0.3284471625481045,0.28846390828945484,0.27337496092163666,0.22841654036103237,0.33368909012124975,0.23216721008535007,0.2447484848690777,0.24849718864002585,0.2820235843303905,0.1667117857940386,0.346554412300564,0.26872990020579596,0.1995518647551791
MOLT_4,0.2424104917985968,0.17422834711165286,0.07295878996384397,0.09610032986218747,0.15858632971882208,0.27780527980740105,0.1890735134176425,0.0832378292760022,0.07051572865670153,0.11215177170452412,0.16162724438983905,0.225362955599488,0.13341231120841884,0.2327571522588852,0.18677358751794665,0.1990853085898397,0.2114594309791344,0.1746772583120016,0.6737677506824566,0.4692692957440681,0.3354108838436806,1.0,0.28525207050464724,0.3771984287307038,0.2271969269999467,0.08569672732645933,0.14818311783639088,0.10282692887575456,0.12348781928745994,0.1345100903590803,0.18489388263861245,0.13371273085452712,0.157097989524074,0.16853264801749773,0.24111368963895957,0.09680324310005312,0.11437910314325189,0.10788204000642226,0.17614092233824225,0.17428660925858902,0.11917481100863575,0.21267070426114015,0.22723249869158552,0.2222544668942557,0.19291379352660626,0.16794473494453227,0.1671623745923841,0.18655509762063677,0.15512767637409702,0.16380190628047292,0.08869113931500877,0.17608614877767076,0.16484659803699392,0.1399222364733374,0.17969493916535378,0.17458396609315668,0.06238517322936682,0.21988961122963374,0.14431309261411446,0.09455188713683915
RPMI_8226,0.2881834640351462,0.1632995265011425,0.1416114328335895,0.2075063977721266,0.24167160012866656,0.18836678233441034,0.22079036286387538,0.13428352223887646,0.1830890040518261,0.13355068805580078,0.16079043197892623,0.25894395265896036,0.25582049423519065,0.2891194367592272,0.26979488222624376,0.2554129357661424,0.28767715207908123,0.15058185738817548,0.3407602190221614,0.45340877579240485,0.34917243553390603,0.28525207050464724,1.0,0.7608044238045679,0.2294975557171029,0.14715400494303393,0.17386404883155832,0.17499162511653138,0.18673735031278954,0.1993976236650961,0.2102895576508435,0.1991661313910183,0.22601177717782844,0.31210057203344704,0.2417808450754984,0.17996554114336444,0.17379528091916924,0.20539020400630875,0.20153492135539203,0.24038389086131712,0.19329367762996147,0.2422402572226246,0.20291838634848763,0.23525507415130759,0.23735121177753143,0.22069199283927526,0.24217659276907116,0.2132570999102293,0.17696672244284223,0.22672422880641468,0.1746682555421169,0.2349504755367398,0.17060733343844786,0.17910698605284642,0.20964769440467207,0.21686720478091043,0.13910254511703085,0.23574084716836013,0.22886563732884319,0.14689286396683504
SR,0.34293215165605134,0.1584631910740702,0.13847187809566147,0.19025004516580218,0.26093821904868836,0.29457077012264093,0.2284247212850377,0.16238964855977672,0.1207914034909307,0.14869626623250193,0.1811461934046929,0.31994747811192853,0.29693664368207423,0.30858207897390016,0.31677270826943055,0.3314208169099228,0.31326186760685065,0.1367717265293234,0.3622293727373926,0.4843698914641921,0.4273463791152918,0.3771984287307038,0.7608044238045679,1.0,0.2887792731083321,0.15531780078595242,0.19050322941689463,0.1992875878005878,0.21097848369799094,0.20435384384911276,0.24094704669491557,0.211549305299145,0.2545701172265648,0.28041663657584887,0.31845207828318195,0.2044292204519203,0.18285405017378314,0.21704532861116616,0.20972030102451217,0.28727546130473497,0.22136801470716255,0.30281868705134246,0.20097378952544304,0.3009202177987326,0.3084311638823866,0.2773346012464603,0.2283553515255548,0.26614180082633515,0.2212736926552265,0.2083670469338757,0.1787593775097212,0.2965344562697008,0.22191251171176168,0.24568523260677583,0.2293760240331411,0.24765312127559586,0.16202474768394243,0.28155335083277383,0.2622763062587435,0.16366086048992895
LOXIMVI,0.24906266857845388,0.32813581031339695,0.40043131296339857,0.3921591037481366,0.20345445493393882,0.4789698679472603,0.48465874208692133,0.4339415607671579,0.27502899162291866,0.3438755537555795,0.4120816839289608,0.2274575019646186,0.2583272180273429,0.3863322190688497,0.2945309292787131,0.2856409469888251,0.28390422299496426,0.1636265873749026,0.22826276919246052,0.2895221830447811,0.34182918370780296,0.2271969269999467,0.2294975557171029,0.2887792731083321,1.0,0.2957006380448343,0.2931385586252176,0.36423722276063636,0.33379589493286704,0.27698337296754566,0.32491564995376626,0.4135636447564592,0.40086815917696134,0.393716195147722,0.38923539205916585,0.35562805555021854,0.45978662464511694,0.4718575412083856,0.4819088174901362,0.42610822894768335,0.29612610892097907,0.33600590301709937,0.26917977226778705,0.3631736195688024,0.32100440282460635,0.3035159959188926,0.32884410455937824,0.4603618773901635,0.37721835741742976,0.40721344317012304,0.43259005636410003,0.4026114136139583,0.4241932593964563,0.39250069653631453,0.4218471662424443,0.4838506749711415,0.40550802945474446,0.5451274872136582,0.427165207509935,0.420947804508007
MALME_3M,0.17012746314035238,0.12913007694465023,0.23499064838407008,0.22867170987012614,0.1666413854863838,0.20773131797634387,0.2979623651315249,0.27114095112381337,0.2586706102237814,0.3362348183618539,0.2732957726651853,0.12224093252324769,0.1751601786878893,0.22090515510076064,0.2138237052759882,0.1288479714465201,0.15579426022444404,0.045161561387903115,0.12235681523052738,0.1414161311847963,0.1803838548244308,0.08569672732645933,0.14715400494303393,0.15531780078595242,0.2957006380448343,1.0,0.484752639947373,0.5523031859544283,0.6831143749519115,0.4531199264127415,0.5917374232942347,0.5767262179526573,0.5407856958731816,0.48184814261842696,0.20788110350304084,0.23333350378749657,0.29701045597393455,0.3495290498838453,0.19927803686912898,0.3039163926188954,0.1486697467439257,0.213032073090836,0.1944710596567389,0.23094846917076411,0.18737734074296014,0.20217553005037986,0.19775571114568663,0.23919779751448894,0.20445131737576777,0.2144819838656607,0.24562837988783898,0.2267218957510288,0.21834532744898222,0.20474584088568165,0.24974041883964898,0.2760961225169131,0.2570105307217743,0.2508354303065758,0.24701073240424792,0.24734935650398543
M14,0.197048920128662,0.0708125526875924,0.221275401031704,0.2566618509106298,0.134562814265549,0.23398337824824827,0.3307896010248977,0.24112968911231897,0.24242608645650593,0.3137492532553378,0.26614939889957606,0.15516575096504454,0.1630338031200484,0.2287416020907867,0.21977855022995757,0.16273214745978054,0.15948893970428873,0.0,0.12437501334319062,0.15950343197797995,0.17550364022835102,0.14818311783639088,0.17386404883155832,0.19050322941689463,0.2931385586252176,0.484752639947373,1.0,0.48238339679166914,0.5956639463833933,0.47962581910834917,0.4479188806193665,0.5200051181917948,0.6124774064595395,0.5609334818492189,0.21096244344936405,0.1971208189944595,0.2560612570145299,0.26599236342026483,0.19677969186102723,0.2840925214351188,0.1433710960571391,0.22750122828172797,0.21063325751385104,0.191001337888886,0.16837422225846127,0.18653587950777933,0.20688646693834406,0.24718604379146064,0.17919340572694847,0.1940035617551556,0.20202397413008094,0.22259484473240193,0.23603545034295997,0.21245730725730544,0.252882699874798,0.2577227017516092,0.20615138611198175,0.24449241431377894,0.2264403107514969,0.19622330875777277
SK_MEL_2,0.1955023296795259,0.13027037718516482,0.24831040017978728,0.22451701208327185,0.15963880126675495,0.26454709783509206,0.3503458606723902,0.29217905064722666,0.28260457728666327,0.3466170507912299,0.3298063175198655,0.14174088270741875,0.19088414860887187,0.24587591815843618,0.25576422970173834,0.15597338803523947,0.18446325154610116,0.026488024522744014,0.12075512247989711,0.157399541294514,0.24207794949443168,0.10282692887575456,0.17499162511653138,0.1992875878005878,0.36423722276063636,0.5523031859544283,0.48238339679166914,1.0,0.6229548747228149,0.4743908680097277,0.48449535349243295,0.5928432277530689,0.6059526298565105,0.5275298359352241,0.23768723448619727,0.24502432995269313,0.3624674787777709,0.3694993091656758,0.20687709588537212,0.3363338138566591,0.1984224828693157,0.23391514222189075,0.2116421249579548,0.24874882387439717,0.23522954028061255,0.2264039049579341,0.20836834204118154,0.3128922844799166,0.2532635561515831,0.2450407080255051,0.2855954212935686,0.27606041095073103,0.29385869039698914,0.2379452353819927,0.25910187130631185,0.30196195068843495,0.27080266495564104,0.3158071129721092,0.3070127220310483,0.273392253336939
SK_MEL_28,0.20259868492760563,0.1149063039570391,0.23066521394299871,0.23907621136762275,0.15698525239752642,0.25199316368580377,0.31104142961529396,0.2575853157837817,0.2568946422293466,0.309609325077665,0.2702359984954609,0.15361082260973763,0.1840320439064182,0.23024753037533702,0.23011847724485418,0.14940695537461907,0.1807066486069306,0.03482984027733821,0.1364036582861669,0.17584238092711174,0.22449102578754015,0.12348781928745994,0.18673735031278954,0.21097848369799094,0.33379589493286704,0.6831143749519115,0.5956639463833933,0.6229548747228149,1.0,0.5576994037624754,0.6689492390886103,0.6624273228617932,0.6269364120817027,0.5627759787243662,0.24209085194161534,0.23005559709597917,0.28154247766327295,0.30367414083629424,0.19896972260151752,0.31526421379648334,0.1710081993720965,0.24490850103493295,0.21616817922457127,0.2402407101769763,0.2168796514538644,0.2076438574580048,0.20756948446590812,0.2582372756997701,0.21371884962102788,0.20847484274091138,0.2402684908529676,0.24157628740630405,0.26673361580449656,0.2327537478519089,0.2529235745852893,0.2717866503594592,0.24329769672069462,0.27182890341869087,0.2681093663432645,0.23264042532995516
SK_MEL_5,0.2529035475806832,0.06637972993588775,0.1901344868762665,0.21080397428552328,0.1766983105968259,0.21728749331802294,0.2828742784760359,0.19287895129057803,0.2479246261801598,0.26405956505424794,0.24044240609844408,0.1762199760389324,0.19636865396836073,0.2684639289562604,0.2423570452886607,0.15482198765216454,0.18565505985639946,0.017251033424284523,0.1252235486166629,0.18668812996543976,0.23216887583763018,0.1345100903590803,0.1993976236650961,0.20435384384911276,0.27698337296754566,0.4531199264127415,0.47962581910834917,0.4743908680097277,0.5576994037624754,1.0,0.5357667904025365,0.531977259263444,0.4986800763050688,0.48803494568238787,0.2486183114323301,0.2017180229138214,0.23340997348058407,0.23363598807400082,0.17450896689637346,0.31934248170831364,0.16834771702674195,0.24940869244419378,0.2712935497731109,0.22067333054082,0.20222333327059444,0.19786645233564187,0.19680348178094526,0.22517842026513474,0.1670428556915598,0.18595443756954083,0.2002711420438959,0.22688330580440413,0.20233376404507858,0.19379758812953657,0.23291612275760903,0.23354291440161185,0.16427404969834675,0.22848305643579686,0.22022980734848946,0.17880034137118567
UACC_257,0.232419186200241,0.13377323285240766,0.18819138899679294,0.210837163150909,0.20053108514301315,0.2532492874707654,0.281548883052305,0.21983245494212117,0.2190038299874611,0.262037303052952,0.24577415732095725,0.173497191635195,0.19155563046955776,0.2506791385268666,0.228436158419612,0.16862575497969728,0.20841146445410524,0.08652785014789949,0.20757302811864126,0.21934207234576192,0.28605627573369924,0.18489388263861245,0.2102895576508435,0.24094704669491557,0.32491564995376626,0.5917374232942347,0.4479188806193665,0.48449535349243295,0.6689492390886103,0.5357667904025365,1.0,0.6524331008516988,0.5477583847934888,0.5050701851770083,0.25296086955149716,0.22648036422751355,0.23592602729540596,0.2646823729742039,0.19732615231141487,0.2854378543574568,0.16990030867139044,0.26429157309395906,0.2742799416916963,0.2649582871302812,0.245235707908593,0.2228612930808775,0.1893375192557823,0.24830647488569452,0.19870868098788236,0.22729640360425046,0.2107320014360174,0.2288945664532807,0.20659126534106814,0.20772464163178977,0.2369366488562627,0.2535108131718094,0.19264409529882548,0.2713341483501068,0.24394886837876034,0.19839014192282384
UACC_62,0.23019434077338757,0.16383687023642274,0.29243096977557687,0.28002469726512275,0.20541816391638895,0.2840030032300856,0.40368692659735433,0.32636422060734366,0.32275100310118604,0.4023262734683983,0.3617958392217882,0.15653599004632207,0.20383270858975316,0.2856868348979826,0.25299733804732333,0.17443328404405084,0.21888692937967785,0.08532788315927886,0.17011549824755107,0.1916059918239969,0.28233065223144843,0.13371273085452712,0.1991661313910183,0.211549305299145,0.4135636447564592,0.5767262179526573,0.5200051181917948,0.5928432277530689,0.6624273228617932,0.531977259263444,0.6524331008516988,1.0,0.6439529009638982,0.5950768249611034,0.28912944637368027,0.27935614674540327,0.3179664325449338,0.3481460431674687,0.2646835437882363,0.3689775131846404,0.1990224618881557,0.30203850641778923,0.2509027678848433,0.2903774443232003,0.2530465334711734,0.24258532968910912,0.2386854068644037,0.2870528372340558,0.2586467243906821,0.275303708806604,0.2960868153038519,0.26096663339038134,0.27536374285021686,0.27742606663253605,0.27577859722614634,0.3211541482556743,0.28361271318835196,0.3246616767247878,0.29254061802181913,0.2645951519004564
MDA_MB_435,0.24628327813568457,0.1562752879545813,0.29304019117919483,0.2891735680875063,0.20675503969961367,0.30522742381211726,0.40364646201288007,0.33052077014690223,0.3020756437547209,0.3776391614110108,0.35805053958933936,0.18214041661589692,0.2309897706013609,0.2845598616596006,0.2927524655230607,0.19736448144896718,0.23147378162671456,0.07191278128737949,0.1810837663952935,0.20544750970895626,0.27506110624293595,0.157097989524074,0.22601177717782844,0.2545701172265648,0.40086815917696134,0.5407856958731816,0.6124774064595395,0.6059526298565105,0.6269364120817027,0.4986800763050688,0.5477583847934888,0.6439529009638982,1.0,0.811960483775698,0.27631608030088256,0.2963860488480639,0.3416608768103602,0.36168878789839704,0.22587251700085992,0.3727228851624172,0.21059537057433014,0.2816523850543569,0.25560043331576304,0.29039238625473457,0.2486002882639548,0.2645646073597228,0.23296963593006942,0.32927498240033753,0.2636901503522692,0.27545545232239815,0.3016876002133661,0.28465829073824783,0.3022733998899039,0.26746355249071024,0.2879144634901459,0.3347691620541357,0.2865767162364035,0.3409554626831069,0.3167904751221346,0.2915981611622254
MDA_N,0.24872540442323837,0.1882410619569191,0.312137471361089,0.3446975716098282,0.22549145853456082,0.3080280314790665,0.3957021345302784,0.28634400569037294,0.3598630648960813,0.35991213439844943,0.3181301913600843,0.21404853104441474,0.22479502052668104,0.294921233097955,0.2528994954275012,0.2203275858160441,0.25772509668432014,0.11584699102245061,0.17167868001634917,0.25237532285282055,0.28275081010937914,0.16853264801749773,0.31210057203344704,0.28041663657584887,0.393716195147722,0.48184814261842696,0.5609334818492189,0.5275298359352241,0.5627759787243662,0.48803494568238787,0.5050701851770083,0.5950768249611034,0.811960483775698,1.0,0.30155983823975924,0.28778269987385213,0.2877491080198035,0.3370277030310333,0.2749522463447784,0.3312908055110358,0.20983525856596646,0.31783464852538695,0.24680133467316429,0.2721089364662404,0.2479119989600454,0.25548706776905367,0.27557432380311514,0.297005013225121,0.2621827829874433,0.2683498735713081,0.28425306880865125,0.296520563024993,0.2700267618824968,0.2810902046939235,0.2994663960345892,0.333818124822784,0.25341490098032865,0.33455403169360404,0.30093612386283625,0.26598846969460105
A549,0.4064105148605884,0.26595913398630583,0.28767590119052505,0.2816404539890906,0.3415865381097612,0.4489052181120951,0.39333100158255646,0.28884482741225054,0.26155833879009477,0.25922975870035264,0.36718097377826314,0.3932199828208705,0.403459934840489,0.43543325069269284,0.3992089135645264,0.3925971112977054,0.4255661368498292,0.18002039582258406,0.191767703230248,0.3083709485769692,0.351186946291044,0.24111368963895957,0.2417808450754984,0.31845207828318195,0.38923539205916585,0.20788110350304084,0.21096244344936405,0.23768723448619727,0.24209085194161534,0.2486183114323301,0.25296086955149716,0.28912944637368027,0.27631608030088256,0.30155983823975924,1.0,0.5575023101016847,0.40902721370453415,0.36016735937372285,0.4057849316536896,0.4639949406014073,0.4419731479398937,0.5618535226500221,0.3197219528352742,0.48245837405309794,0.4400330093809552,0.40746771406621013,0.4258010781645389,0.42925569536582425,0.4732325155031733,0.3448518553297297,0.3659323556985084,0.5427954971560451,0.4129094810350676,0.5022382450667615,0.46877537626812665,0.5107606379642802,0.28990710199542685,0.45406676100734605,0.42817312744134856,0.3781087164832389
EKVX,0.3294586385408816,0.21584528002143316,0.3186460633340798,0.33493268398885595,0.324609166748595,0.33207629808892486,0.3867413471466374,0.3558275309615208,0.27395931922045186,0.2993192983288054,0.3706907172229696,0.2643536903572428,0.36484518807277305,0.37168559536044626,0.4007954444203567,0.3251617841981546,0.3293592349198557,0.10592419879795167,0.12266407321475387,0.18239717669109862,0.26814028304696963,0.09680324310005312,0.17996554114336444,0.2044292204519203,0.35562805555021854,0.23333350378749657,0.1971208189944595,0.24502432995269313,0.23005559709597917,0.2017180229138214,0.22648036422751355,0.27935614674540327,0.2963860488480639,0.28778269987385213,0.5575023101016847,1.0,0.453583327005375,0.40390229836867025,0.3539935144329303,0.5421455782331501,0.4233445514662932,0.38826867908238755,0.29999917294286754,0.4280972262566482,0.4066761467860019,0.44729310508627357,0.37943005747966446,0.442574743410791,0.46543456953379564,0.38499909388533177,0.4179490192871445,0.4925564320565405,0.38642279985191225,0.4004070345787955,0.4317434058368705,0.4964371989447974,0.3835752813342425,0.4154478217453826,0.455899357863166,0.46237052787308325
HOP_62,0.2553497484767528,0.3031165091815365,0.40408637028959565,0.3656971052285946,0.22995697416646038,0.38260766437919164,0.5362205273953429,0.49425531164881703,0.33110887821914153,0.3727877016918278,0.4669115742831164,0.198649968136071,0.3144216351200693,0.3728034501960575,0.4163138839212534,0.2844946614834131,0.2913320991180946,0.08588940175342413,0.15464233614015427,0.18138708778627116,0.255583870633631,0.11437910314325189,0.17379528091916924,0.18285405017378314,0.45978662464511694,0.29701045597393455,0.2560612570145299,0.3624674787777709,0.28154247766327295,0.23340997348058407,0.23592602729540596,0.3179664325449338,0.3416608768103602,0.2877491080198035,0.40902721370453415,0.453583327005375,1.0,0.6289296526947001,0.4297306273368992,0.4936329740853322,0.3701630722090257,0.3228681290349325,0.28412143328481915,0.3710306411125928,0.3761433336651738,0.3739392648210243,0.4039003776966508,0.523058973306572,0.44170455488719057,0.4549611263054532,0.505882185866734,0.4991901696433548,0.5014667818551013,0.38242774917230077,0.46193092989271684,0.5660842390880041,0.4836190211663977,0.5254899192208629,0.49938531235828093,0.5991332021014948
HOP_92,0.23226421623426902,0.325445389241425,0.3913479048573835,0.38805178673746904,0.2316208666092356,0.34367952420975906,0.4894564860965522,0.48331369798361784,0.31973594208393247,0.3817731995421219,0.4204878156458773,0.20919005070054358,0.3075790278369351,0.37398260586418747,0.3613786400225633,0.2904404150108431,0.27863720574623035,0.0931136381429476,0.15880682592943068,0.20402941095734123,0.2600361453959393,0.10788204000642226,0.20539020400630875,0.21704532861116616,0.4718575412083856,0.3495290498838453,0.26599236342026483,0.3694993091656758,0.30367414083629424,0.23363598807400082,0.2646823729742039,0.3481460431674687,0.36168878789839704,0.3370277030310333,0.36016735937372285,0.40390229836867025,0.6289296526947001,1.0,0.39779637265425444,0.4551939676449736,0.3286585920002569,0.3261019142317309,0.25432471840142773,0.35639683598568433,0.3182470565954983,0.3601053387466924,0.40464588575623556,0.47694653182982666,0.39504926129378176,0.4373944848829509,0.4721803629370555,0.4661299852375071,0.4589725280836317,0.3963791012874806,0.4445307191508307,0.5119339765057864,0.5148683546698021,0.506818127825392,0.4823155057142187,0.49537631836611135
NCI_H226,0.2180540960300839,0.4460505402062261,0.4139910533328675,0.4204762277923019,0.23556127696907408,0.44955034746581396,0.459226695236062,0.4074765428543324,0.29535098269371957,0.35332732528151206,0.4175279969271854,0.1952126347885486,0.23208727942763635,0.3601715194552448,0.24712727781394667,0.28547536144940305,0.26233014770927915,0.2121959704734317,0.1635200756687461,0.26497925016087226,0.20701861032152097,0.17614092233824225,0.20153492135539203,0.20972030102451217,0.4819088174901362,0.19927803686912898,0.19677969186102723,0.20687709588537212,0.19896972260151752,0.17450896689637346,0.19732615231141487,0.2646835437882363,0.22587251700085992,0.2749522463447784,0.4057849316536896,0.3539935144329303,0.4297306273368992,0.39779637265425444,1.0,0.32760001089689633,0.29746686519876203,0.33772159555871734,0.2550787542659682,0.3344174475020399,0.32200141271581956,0.3560086751498895,0.3950162539322198,0.4195377036980172,0.3952338276439385,0.4320359943265582,0.38375526845267954,0.3785344569259666,0.3796726084805572,0.442568148699451,0.4881526821425957,0.47855783048329853,0.41699697376770145,0.4814120333386542,0.42781071986551217,0.45240132764598945
